ITEM ID                                       | BODY LOCATION                  | BLOOD LOCATION
BellyButton_RingSilverDiamond                 | base:bellybutton               | 
BellyButton_RingSilverRuby                    | base:bellybutton               | 
BellyButton_StudGold                          | base:bellybutton               | 
BellyButton_StudGoldDiamond                   | base:bellybutton               | 
BellyButton_StudSilver                        | base:bellybutton               | 
BellyButton_StudSilverDiamond                 | base:bellybutton               | 
Medal_Gold                                    | base:necklace                  | 
Medal_Silver                                  | base:necklace                  | 
Medal_Bronze                                  | base:necklace                  | 
Ring_Right_MiddleFinger_Signet                | base:right_middlefinger        | 
Ring_Left_MiddleFinger_Signet                 | base:left_middlefinger         | 
Ring_Right_RingFinger_Signet                  | base:right_ringfinger          | 
Ring_Left_RingFinger_Signet                   | base:left_ringfinger           | 
Hat_DeerHeadress                              | base:hat                       | Head
Necklace_Teeth                                | base:necklace                  | 
NecklaceLong_Teeth                            | base:necklace_long             | 
Necklace_SkullMammal                          | base:necklace                  | 
NecklaceLong_SkullMammal                      | base:necklace_long             | 
Necklace_SkullMammal_Multi                    | base:necklace                  | 
NecklaceLong_SkullMammal_Multi                | base:necklace_long             | 
Necklace_SkullSmall                           | base:necklace                  | 
NecklaceLong_SkullSmall                       | base:necklace_long             | 
Necklace_SkullSmall_Multi                     | base:necklace                  | 
NecklaceLong_SkullSmall_Multi                 | base:necklace_long             | 
Necklace_BoarTusk                             | base:necklace                  | 
Necklace_BoarTusk_Multi                       | base:necklace                  | 
Earring_BirdSkull                             | base:ears                      | 
Earring_BoarTusk                              | base:ears                      | 
Hat_BalaclavaFace                             | base:mask                      | Head
Hat_BalaclavaFull                             | base:mask                      | Head
Hat_BandanaMask                               | base:mask                      | Head
Hat_BandanaMask_Green                         | base:mask                      | Head
Hat_BandanaMaskTINT                           | base:mask                      | Head
Hat_BuildersRespirator                        | base:mask                      | Head
Hat_BuildersRespirator_nofilter               | base:mask                      | Head
Hat_DustMask                                  | base:mask                      | Head
Hat_GasMask                                   | base:maskeyes                  | Head
Hat_GasMask_nofilter                          | base:maskeyes                  | Head
Hat_HalloweenMaskDevil                        | base:maskeyes                  | Head
Hat_HalloweenMaskMonster                      | base:maskeyes                  | Head
Hat_HalloweenMaskPumpkin                      | base:maskeyes                  | Head
Hat_HalloweenMaskSkeleton                     | base:maskeyes                  | Head
Hat_HalloweenMaskVampire                      | base:maskeyes                  | Head
Hat_HalloweenMaskWitch                        | base:maskeyes                  | Head
Hat_HockeyMask                                | base:maskeyes                  | Head
Hat_NBCmask                                   | base:fullhat                   | Head
Hat_NBCmask_nofilter                          | base:fullhat                   | Head
Hat_ShemaghFace                               | base:hat                       | Neck;Head
Hat_ShemaghFull                               | base:fullhat                   | Neck;Head
ShemaghScarf                                  | base:scarf                     | Neck
ShemaghScarfFace                              | base:mask                      | Neck;Head
Hat_ShemaghFace_Green                         | base:hat                       | Neck;Head
Hat_ShemaghFull_Green                         | base:fullhat                   | Neck;Head
ShemaghScarf_Green                            | base:scarf                     | Neck
ShemaghScarfFace_Green                        | base:mask                      | Neck;Head
Hat_Spiffo                                    | base:fullhat                   | Head
Hat_SurgicalMask                              | base:mask                      | Head
WeldingMask                                   | base:maskfull                  | Head
Hat_ImprovisedGasMask                         | base:maskeyes                  | Head
Hat_ImprovisedGasMask_nofilter                | base:maskeyes                  | Head
Hat_ShemaghFull_Burlap                        | base:fullhat                   | Neck;Head
Hat_ShemaghFace_Burlap                        | base:fullhat                   | Neck;Head
Hat_ShemaghFull_Cotton                        | base:fullhat                   | Neck;Head
Hat_ShemaghFace_Cotton                        | base:fullhat                   | Neck;Head
Hat_HeadSack_Burlap                           | base:fullhat                   | Head
Hat_HeadSack_Cotton                           | base:fullhat                   | Head
Hat_HeadSack_Garbage                          | base:fullhat                   | Head
Hat_HeadSack_Hide                             | base:fullhat                   | Head
Hat_HeadSack_Tarp                             | base:fullhat                   | Head
Hat_HockeyMask_Hide                           | base:maskeyes                  | Head
Apron_Black                                   | base:torsoextra                | Apron
Apron_BBQ                                     | base:torsoextra                | Apron
Apron_IceCream                                | base:torsoextra                | Apron
Apron_Jay                                     | base:torsoextra                | Apron
Apron_PileOCrepe                              | base:torsoextra                | Apron
Apron_PizzaWhirled                            | base:torsoextra                | Apron
Apron_Spiffos                                 | base:torsoextra                | Apron
Apron_White                                   | base:torsoextra                | Apron
Apron_WhiteTEXTURE                            | base:torsoextra                | Apron
Tie_BowTieFull                                | base:neck                      | 
Tie_BowTieWorn                                | base:neck_texture              | 
Tie_Full                                      | base:neck                      | 
Tie_Full_Spiffo                               | base:neck                      | 
Tie_Worn                                      | base:neck_texture              | 
Tie_Worn_Spiffo                               | base:neck_texture              | 
Scarf_White                                   | base:scarf                     | Neck
Scarf_StripeBlackWhite                        | base:scarf                     | Neck
Scarf_StripeBlueWhite                         | base:scarf                     | Neck
Scarf_StripeRedWhite                          | base:scarf                     | Neck
Bikini_TINT                                   | base:underwear                 | 
Bikini_Pattern01                              | base:underwear                 | 
SwimTrunks_Blue                               | base:underwear                 | 
SwimTrunks_Green                              | base:underwear                 | 
SwimTrunks_Red                                | base:underwear                 | 
SwimTrunks_Yellow                             | base:underwear                 | 
Swimsuit_TINT                                 | base:underwear                 | 
MakeUp_CamoFullFace1                          | base:makeup_fullface           | 
MakeUp_CamoFullFace2                          | base:makeup_fullface           | 
MakeUp_BraveHeart                             | base:makeup_fullface           | 
MakeUp_ClownFace1                             | base:makeup_fullface           | 
MakeUp_ClownFace2                             | base:makeup_fullface           | 
MakeUp_SkullFace1                             | base:makeup_fullface           | 
MakeUp_SkullFace2                             | base:makeup_fullface           | 
MakeUp_Crow                                   | base:makeup_eyes               | 
MakeUp_RedStripes1                            | base:makeup_eyes               | 
MakeUp_RedStripes2                            | base:makeup_eyes               | 
MakeUp_CamoEyes1                              | base:makeup_eyes               | 
MakeUp_CamoEyes2                              | base:makeup_eyes               | 
MakeUp_CamoStripes                            | base:makeup_eyes               | 
MakeUp_Football                               | base:makeup_eyes               | 
MakeUp_EyesShadowWhite                        | base:makeup_eyesshadow         | 
MakeUp_EyesShadowLightBlue                    | base:makeup_eyesshadow         | 
MakeUp_EyesShadowBlue                         | base:makeup_eyesshadow         | 
MakeUp_EyesShadowRed                          | base:makeup_eyesshadow         | 
MakeUp_EyesShadowPink                         | base:makeup_eyesshadow         | 
MakeUp_EyesShadowGreen                        | base:makeup_eyesshadow         | 
MakeUp_EyesShadowYellow                       | base:makeup_eyesshadow         | 
MakeUp_LipsRed                                | base:makeup_lips               | 
MakeUp_LipsLightBlue                          | base:makeup_lips               | 
MakeUp_LipsBlue                               | base:makeup_lips               | 
MakeUp_LipsBlack                              | base:makeup_lips               | 
MakeUp_LipsGreen                              | base:makeup_lips               | 
MakeUp_LipsPink                               | base:makeup_lips               | 
Belt2                                         | base:belt                      | 
RopeBelt                                      | base:belt                      | 
BunnySuitBlack                                | base:underwear                 | 
BunnySuitPink                                 | base:underwear                 | 
SCBA                                          | base:scba                      | Head
SCBA_notank                                   | base:scbanotank                | Head
Apron_Garbage                                 | base:torsoextra                | Apron
Apron_Hide                                    | base:torsoextra                | Apron
Apron_Leather                                 | base:torsoextra                | Apron
Apron_Tarp                                    | base:torsoextra                | Apron
LongJohns_Bottoms                             | base:legs1                     | Trousers
Shorts_CamoGreenLong                          | base:shortpants                | Trousers
Shorts_CamoUrbanLong                          | base:shortpants                | Trousers
Shorts_OliveDrabLong                          | base:shortpants                | Trousers
Shorts_CamoDesertNewLong                      | base:shortpants                | Trousers
Shorts_CamoMiliusLong                         | base:shortpants                | Trousers
Shorts_CamoTigerStripeLong                    | base:shortpants                | Trousers
Shorts_LongDenim                              | base:shortpants                | Trousers
Shorts_LongDenim_Punk                         | base:shortpants                | Trousers
Shorts_LongSport                              | base:shortpants                | Trousers
Shorts_LongSport_Red                          | base:shortpants                | Trousers
Shorts_BoxingRed                              | base:shortsshort               | ShortsShort
Shorts_BoxingBlue                             | base:shortsshort               | ShortsShort
Shorts_ShortDenim                             | base:shortsshort               | ShortsShort
Shorts_ShortFormal                            | base:shortsshort               | ShortsShort
Shorts_ShortSport                             | base:shortsshort               | ShortsShort
Skirt_Knees                                   | base:skirt                     | ShortsShort
Skirt_Mini                                    | base:skirt                     | ShortsShort
Skirt_Long                                    | base:longskirt                 | Trousers
Skirt_Normal                                  | base:longskirt                 | Trousers
Skirt_Short                                   | base:skirt                     | ShortsShort
Ghillie_Trousers                              | base:pants                     | Trousers
Trousers                                      | base:pants                     | Trousers
TrousersMesh_DenimLight                       | base:pants_skinny              | Trousers
TrousersMesh_Leather                          | base:pants_skinny              | Trousers
Trousers_LeatherBlack                         | base:pants                     | Trousers
Trousers_CamoDesert                           | base:pants                     | Trousers
Trousers_CamoDesertNew                        | base:pants                     | Trousers
Trousers_CamoGreen                            | base:pants                     | Trousers
Trousers_CamoUrban                            | base:pants                     | Trousers
Trousers_OliveDrab                            | base:pants                     | Trousers
Trousers_CamoMilius                           | base:pants                     | Trousers
Trousers_CamoTigerStripe                      | base:pants                     | Trousers
Trousers_Chef                                 | base:pants                     | Trousers
Trousers_DefaultTEXTURE                       | base:pants_skinny              | Trousers
Trousers_DefaultTEXTURE_HUE                   | base:pants_skinny              | Trousers
Trousers_DefaultTEXTURE_TINT                  | base:pants_skinny              | Trousers
Trousers_Denim                                | base:pants                     | Trousers
Trousers_Denim_Punk                           | base:pants                     | Trousers
Trousers_Fireman                              | base:pants                     | Trousers
Trousers_JeanBaggy                            | base:pants                     | Trousers
Trousers_JeanBaggy_Punk                       | base:pants                     | Trousers
Trousers_Padded                               | base:pants                     | Trousers
Trousers_Padded_HuntingCamo                   | base:pants                     | Trousers
Trousers_Police                               | base:pants                     | Trousers
Trousers_Sheriff                              | base:pants                     | Trousers
Trousers_PoliceGrey                           | base:pants                     | Trousers
Trousers_PrisonGuard                          | base:pants                     | Trousers
Trousers_Ranger                               | base:pants                     | Trousers
Trousers_Santa                                | base:pants_skinny              | Trousers
Trousers_SantaGreen                           | base:pants_skinny              | Trousers
Trousers_Scrubs                               | base:pants                     | Trousers
Trousers_Suit                                 | base:pants                     | Trousers
Trousers_SuitTEXTURE                          | base:pants_skinny              | Trousers
Trousers_SuitWhite                            | base:pants                     | Trousers
Trousers_SuitWhite_White                      | base:pants                     | Trousers
Trousers_WhiteTEXTURE                         | base:pants_skinny              | Trousers
Trousers_WhiteTINT                            | base:pants                     | Trousers
Dungarees                                     | base:pantsextra                | Trousers;ShirtNoSleeves
Dungarees_HuntingCamo                         | base:pantsextra                | Trousers;ShirtNoSleeves
Trousers_ArmyService                          | base:pants                     | Trousers
Trousers_Black                                | base:pants                     | Trousers
Trousers_NavyBlue                             | base:pants                     | Trousers
Trousers_Shellsuit_Black                      | base:pants                     | Trousers
Trousers_Shellsuit_Blue                       | base:pants                     | Trousers
Trousers_Shellsuit_Green                      | base:pants                     | Trousers
Trousers_Shellsuit_Pink                       | base:pants                     | Trousers
Trousers_Shellsuit_Teal                       | base:pants                     | Trousers
Trousers_Shellsuit_TINT                       | base:pants                     | Trousers
Trousers_Sport                                | base:pants                     | Trousers
Shorts_FootballPants                          | base:shortpants                | Trousers
Shorts_FootballPants_Black                    | base:shortpants                | Trousers
Shorts_FootballPants_Gold                     | base:shortpants                | Trousers
Shorts_FootballPants_White                    | base:shortpants                | Trousers
Shorts_HockeyPants                            | base:shortsshort               | Trousers
Shorts_HockeyPants_Black                      | base:shortsshort               | Trousers
Shorts_HockeyPants_Red                        | base:shortsshort               | Trousers
Shorts_HockeyPants_UniBlue                    | base:shortsshort               | Trousers
Shorts_HockeyPants_White                      | base:shortsshort               | Trousers
Trousers_HuntingCamo                          | base:pants                     | Trousers
Trousers_Crafted_Burlap                       | base:pants                     | Trousers
Trousers_Crafted_Cotton                       | base:pants                     | Trousers
Trousers_Crafted_Denim                        | base:pants                     | Trousers
Trousers_Crafted_DenimLight                   | base:pants                     | Trousers
Trousers_Crafted_DenimBlack                   | base:pants                     | Trousers
Trousers_Crafted_DenimRandom                  | base:pants                     | Trousers
LongJohns_Bottoms_Crafted_Burlap              | base:legs1                     | Trousers
LongJohns_Bottoms_Crafted_Cotton              | base:legs1                     | Trousers
Skirt_Knees_Crafted_Burlap                    | base:skirt                     | ShortsShort
Skirt_Knees_Crafted_Cotton                    | base:skirt                     | ShortsShort
Skirt_Knees_Crafted_Denim                     | base:skirt                     | ShortsShort
Skirt_Knees_Crafted_DenimBlack                | base:skirt                     | ShortsShort
Skirt_Knees_Crafted_DenimLight                | base:skirt                     | ShortsShort
Skirt_Long_Crafted_Burlap                     | base:longskirt                 | Trousers
Skirt_Long_Crafted_Cotton                     | base:longskirt                 | Trousers
Skirt_Long_Crafted_Denim                      | base:longskirt                 | Trousers
Skirt_Long_Crafted_DenimBlack                 | base:longskirt                 | Trousers
Skirt_Long_Crafted_DenimLight                 | base:longskirt                 | Trousers
Trousers_DeerHide                             | base:pants                     | Trousers
Trousers_FaunHide                             | base:pants                     | Trousers
Trousers_Hide                                 | base:pants                     | Trousers
Trousers_LeatherCrafted                       | base:pants                     | Trousers
Trousers_SheepSkin                            | base:pants                     | Trousers
Shoulderpads_Football                         | base:sportshoulderpad          | UpperBody
Shoulderpads_FootballOnTop                    | base:sportshoulderpadontop     | UpperBody
Shoulderpad_Football_L                        | base:shoulderpadleft           | UpperBody
Shoulderpad_Football_R                        | base:shoulderpadright          | UpperBody
Shoulderpads_IceHockey                        | base:sportshoulderpad          | UpperBody;UpperArms
Shoulderpads_IceHockeyOnTop                   | base:sportshoulderpadontop     | UpperBody;UpperArms
Vest_CatcherVest                              | base:torsoextravestbullet      | ShirtNoSleeves
Vest_CatcherVest_Red                          | base:torsoextravestbullet      | ShirtNoSleeves
Vest_CatcherVest_Blue                         | base:torsoextravestbullet      | ShirtNoSleeves
Vest_CatcherVest_Green                        | base:torsoextravestbullet      | ShirtNoSleeves
IceHockeyNeckGuard                            | base:gorget                    | Neck
AthleticCup                                   | base:underwearbottom           | Groin
Shoulderpads_FootballOnTop_Spiked             | base:sportshoulderpadontop     | UpperBody
Shoulderpad_Football_Spiked_L                 | base:shoulderpadleft           | UpperBody
Shoulderpad_Football_Spiked_R                 | base:shoulderpadright          | UpperBody
Cuirass_Bone                                  | base:cuirass                   | ShirtNoSleeves
GreaveBone_Right                              | base:calf_right                | LowerLeg_R
GreaveBone_Left                               | base:calf_left                 | LowerLeg_L
VambraceBone_Right                            | base:forearm_right             | ForeArm_R
VambraceBone_Left                             | base:forearm_left              | ForeArm_L
Shoulderpad_Bone_L                            | base:shoulderpadleft           | UpperArm_L
Shoulderpad_Bone_R                            | base:shoulderpadright          | UpperArm_R
ThighBone_R                                   | base:thigh_right               | UpperLeg_R
ThighBone_L                                   | base:thigh_left                | UpperLeg_L
Gloves_BoneGloves                             | base:hands                     | Hands
Necklace_Choker_Bone                          | base:gorget                    | Neck
Hat_BoneMask                                  | base:maskeyes                  | Head
Cuirass_BasicBone                             | base:necklace_long             | UpperBody
GreaveBodyArmour_Right                        | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left                         | base:calf_left                 | LowerLeg_L
GreaveBodyArmour_Right_Police                 | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left_Police                  | base:calf_left                 | LowerLeg_L
GreaveBodyArmour_Right_Army                   | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left_Army                    | base:calf_left                 | LowerLeg_L
GreaveBodyArmour_Right_Civ                    | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left_Civ                     | base:calf_left                 | LowerLeg_L
GreaveBodyArmour_Right_SWAT                   | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left_SWAT                    | base:calf_left                 | LowerLeg_L
ThighBodyArmour_R                             | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L                             | base:thigh_left                | UpperLeg_L
ThighBodyArmour_R_Police                      | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L_Police                      | base:thigh_left                | UpperLeg_L
ThighBodyArmour_R_Army                        | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L_Army                        | base:thigh_left                | UpperLeg_L
ThighBodyArmour_R_Civ                         | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L_Civ                         | base:thigh_left                | UpperLeg_L
ThighBodyArmour_R_SWAT                        | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L_SWAT                        | base:thigh_left                | UpperLeg_L
Vambrace_BodyArmour_Right                     | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left                      | base:forearm_left              | ForeArm_L
Vambrace_BodyArmour_Right_Police              | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left_Police               | base:forearm_left              | ForeArm_L
Vambrace_BodyArmour_Right_Army                | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left_Army                 | base:forearm_left              | ForeArm_L
Vambrace_BodyArmour_Right_Civ                 | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left_Civ                  | base:forearm_left              | ForeArm_L
Vambrace_BodyArmour_Right_SWAT                | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left_SWAT                 | base:forearm_left              | ForeArm_L
Vambrace_BodyArmour_Right_Desert              | base:forearm_right             | ForeArm_R
Vambrace_BodyArmour_Left_Desert               | base:forearm_left              | ForeArm_L
ThighBodyArmour_R_Desert                      | base:thigh_right               | UpperLeg_R
ThighBodyArmour_L_Desert                      | base:thigh_left                | UpperLeg_L
GreaveBodyArmour_Right_Desert                 | base:calf_right                | LowerLeg_R
GreaveBodyArmour_Left_Desert                  | base:calf_left                 | LowerLeg_L
Gorget_Burlap                                 | base:gorget                    | Neck
Gorget_Denim                                  | base:gorget                    | Neck
Gorget_Rag                                    | base:gorget                    | Neck
Vambrace_Leather_Right                        | base:forearm_right             | ForeArm_R
Vambrace_Leather_Left                         | base:forearm_left              | ForeArm_L
Vambrace_LeatherSpike_Right                   | base:forearm_right             | ForeArm_R
Vambrace_LeatherSpike_Left                    | base:forearm_left              | ForeArm_L
Gorget_Leather                                | base:gorget                    | Neck
Gorget_LeatherWrap                            | base:gorget                    | Neck
Codpiece_Leather                              | base:codpiece                  | Groin
ShinKneeGuardSpike_R                          | base:calf_right                | LowerLeg_R
ShinKneeGuardSpike_L                          | base:calf_left                 | LowerLeg_L
ShinKneeGuardSpike_R_Baseball                 | base:calf_right                | LowerLeg_R
ShinKneeGuardSpike_L_Baseball                 | base:calf_left                 | LowerLeg_L
ShinKneeGuardSpike_R_IceHockey                | base:calf_right                | LowerLeg_R
ShinKneeGuardSpike_L_IceHockey                | base:calf_left                 | LowerLeg_L
ShinKneeGuardSpike_R_Protective               | base:calf_right                | LowerLeg_R
ShinKneeGuardSpike_L_Protective               | base:calf_left                 | LowerLeg_L
ElbowPad_Right_Leather                        | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_Leather                         | base:elbow_left                | ForeArm_L;UpperArm_L
Kneepad_Right_Leather                         | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_Leather                          | base:knee_left                 | LowerLeg_L;UpperLeg_L
Cuirass_Magazine                              | base:cuirass                   | ShirtNoSleeves
GreaveMagazine_Right                          | base:calf_right                | LowerLeg_R
GreaveMagazine_Left                           | base:calf_left                 | LowerLeg_L
VambraceMagazine_Right                        | base:forearm_right             | ForeArm_R
VambraceMagazine_Left                         | base:forearm_left              | ForeArm_L
ThighMagazine_R                               | base:thigh_right               | UpperLeg_R
ThighMagazine_L                               | base:thigh_left                | UpperLeg_L
GreaveTire_Right                              | base:calf_right                | LowerLeg_R
GreaveTire_Left                               | base:calf_left                 | LowerLeg_L
ThighTire_R                                   | base:thigh_right               | UpperLeg_R
ThighTire_L                                   | base:thigh_left                | UpperLeg_L
VambraceTire_Right                            | base:forearm_right             | ForeArm_R
VambraceTire_Left                             | base:forearm_left              | ForeArm_L
Shoulderpad_Tire_L                            | base:shoulderpadleft           | UpperBody
Shoulderpad_Tire_R                            | base:shoulderpadright          | UpperBody
Cuirass_Tire                                  | base:cuirass                   | ShirtNoSleeves
GreaveWood_Right                              | base:calf_right                | LowerLeg_R
GreaveWood_Left                               | base:calf_left                 | LowerLeg_L
ThighWood_R                                   | base:thigh_right               | UpperLeg_R
ThighWood_L                                   | base:thigh_left                | UpperLeg_L
Cuirass_Wood                                  | base:cuirass                   | ShirtNoSleeves
Shoulderpad_Wood_L                            | base:shoulderpadleft           | UpperArm_L
Shoulderpad_Wood_R                            | base:shoulderpadright          | UpperArm_R
VambraceWood_Right                            | base:forearm_right             | ForeArm_R
VambraceWood_Left                             | base:forearm_left              | ForeArm_L
Hat_HockeyMask_Wood                           | base:maskeyes                  | Head
Shinpad_L                                     | base:calf_left_texture         | LowerLeg_L
Shinpad_R                                     | base:calf_right_texture        | LowerLeg_R
Shinpad_L_Blue                                | base:calf_left_texture         | LowerLeg_L
Shinpad_R_Blue                                | base:calf_right_texture        | LowerLeg_R
Shinpad_L_White                               | base:calf_left_texture         | LowerLeg_L
Shinpad_R_White                               | base:calf_right_texture        | LowerLeg_R
Shinpad_L_Rigid                               | base:calf_left_texture         | LowerLeg_L
Shinpad_R_Rigid                               | base:calf_right_texture        | LowerLeg_R
ShinKneeGuard_L                               | base:calf_left                 | LowerLeg_L
ShinKneeGuard_R                               | base:calf_right                | LowerLeg_R
ShinKneeGuard_L_Baseball                      | base:calf_left                 | LowerLeg_L
ShinKneeGuard_R_Baseball                      | base:calf_right                | LowerLeg_R
ShinKneeGuard_L_IceHockey                     | base:calf_left                 | LowerLeg_L
ShinKneeGuard_R_IceHockey                     | base:calf_right                | LowerLeg_R
ShinKneeGuard_L_Protective                    | base:calf_left                 | LowerLeg_L
ShinKneeGuard_R_Protective                    | base:calf_right                | LowerLeg_R
ShinKneeGuard_L_TINT                          | base:calf_left                 | LowerLeg_L
ShinKneeGuard_R_TINT                          | base:calf_right                | LowerLeg_R
Shinpad_HockeyGoalie_L                        | base:calf_left                 | LowerLeg_L
Shinpad_HockeyGoalie_R                        | base:calf_right                | LowerLeg_R
Shinpad_HockeyGoalie_L_Blue                   | base:calf_left                 | LowerLeg_L
Shinpad_HockeyGoalie_R_Blue                   | base:calf_right                | LowerLeg_R
Shinpad_HockeyGoalie_L_Red                    | base:calf_left                 | LowerLeg_L
Shinpad_HockeyGoalie_R_Red                    | base:calf_right                | LowerLeg_R
Shinpad_HockeyGoalie_L_White                  | base:calf_left                 | LowerLeg_L
Shinpad_HockeyGoalie_R_White                  | base:calf_right                | LowerLeg_R
Kneepad_Right                                 | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left                                  | base:knee_left                 | LowerLeg_L;UpperLeg_L
Kneepad_Right_Workman                         | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_Workman                          | base:knee_left                 | LowerLeg_L;UpperLeg_L
Kneepad_Right_Military                        | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_Military                         | base:knee_left                 | LowerLeg_L;UpperLeg_L
Kneepad_Right_Sport                           | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_Sport                            | base:knee_left                 | LowerLeg_L;UpperLeg_L
Kneepad_Right_Tactical                        | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_Tactical                         | base:knee_left                 | LowerLeg_L;UpperLeg_L
Kneepad_Right_TINT                            | base:knee_right                | LowerLeg_R;UpperLeg_R
Kneepad_Left_TINT                             | base:knee_left                 | LowerLeg_L;UpperLeg_L
ElbowPad_Right                                | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left                                 | base:elbow_left                | ForeArm_L;UpperArm_L
ElbowPad_Right_Military                       | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_Military                        | base:elbow_left                | ForeArm_L;UpperArm_L
ElbowPad_Right_Sport                          | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_Sport                           | base:elbow_left                | ForeArm_L;UpperArm_L
ElbowPad_Right_Tactical                       | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_Tactical                        | base:elbow_left                | ForeArm_L;UpperArm_L
ElbowPad_Right_TINT                           | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_TINT                            | base:elbow_left                | ForeArm_L;UpperArm_L
ElbowPad_Right_Workman                        | base:elbow_right               | ForeArm_R;UpperArm_R
ElbowPad_Left_Workman                         | base:elbow_left                | ForeArm_L;UpperArm_L
Chainmail_SleeveFull_R                        | base:rightarm                  | ForeArm_R;UpperArm_R;Hand_R
Chainmail_SleeveFull_L                        | base:leftarm                   | ForeArm_L;UpperArm_L;Hand_L
ThighProtective_R                             | base:thigh_right               | UpperLeg_R
ThighProtective_L                             | base:thigh_left                | UpperLeg_L
Gaiter_Left                                   | base:gaiter_left               | LowerLeg_L
Gaiter_Right                                  | base:gaiter_right              | LowerLeg_R
Shirt_Baseball_KY                             | base:shortsleeveshirt          | Shirt
Shirt_Baseball_Rangers                        | base:shortsleeveshirt          | UpperBody
Shirt_Baseball_Z                              | base:shortsleeveshirt          | Shirt
Shirt_CamoDesert                              | base:shirt                     | ShirtLongSleeves
Shirt_CamoGreen                               | base:shirt                     | ShirtLongSleeves
Shirt_CamoUrban                               | base:shirt                     | ShirtLongSleeves
Shirt_OliveDrab                               | base:shirt                     | ShirtLongSleeves
Shirt_CamoDesertNew                           | base:shirt                     | ShirtLongSleeves
Shirt_CamoMilius                              | base:shirt                     | ShirtLongSleeves
Shirt_CamoTigerStripe                         | base:shirt                     | ShirtLongSleeves
Shirt_Denim                                   | base:shirt                     | ShirtLongSleeves
Shirt_Jockey01                                | base:shirt                     | ShirtLongSleeves
Shirt_Jockey02                                | base:shirt                     | ShirtLongSleeves
Shirt_Jockey03                                | base:shirt                     | ShirtLongSleeves
Shirt_Jockey04                                | base:shirt                     | ShirtLongSleeves
Shirt_Jockey05                                | base:shirt                     | ShirtLongSleeves
Shirt_Jockey06                                | base:shirt                     | ShirtLongSleeves
Shirt_Lumberjack                              | base:shirt                     | ShirtLongSleeves
Shirt_Lumberjack_Green                        | base:shirt                     | ShirtLongSleeves
Shirt_Lumberjack_TINT                         | base:shirt                     | ShirtLongSleeves
Shirt_OfficerWhite                            | base:shirt                     | ShirtLongSleeves
Shirt_PoliceBlue                              | base:shirt                     | ShirtLongSleeves
Shirt_Sheriff                                 | base:shirt                     | ShirtLongSleeves
Shirt_PoliceGrey                              | base:shirt                     | ShirtLongSleeves
Shirt_PrisonGuard                             | base:shirt                     | ShirtLongSleeves
Shirt_Priest                                  | base:shirt                     | ShirtLongSleeves
Shirt_Ranger                                  | base:shirt                     | ShirtLongSleeves
Shirt_Scrubs                                  | base:shirt                     | ShirtLongSleeves
Shirt_FormalTINT                              | base:shirt                     | ShirtLongSleeves
Shirt_FormalWhite                             | base:shirt                     | ShirtLongSleeves
Shirt_FormalWhite_ShortSleeve                 | base:shortsleeveshirt          | Shirt
Shirt_FormalWhite_ShortSleeveTINT             | base:shortsleeveshirt          | Shirt
Shirt_Workman                                 | base:shirt                     | ShirtLongSleeves
Shirt_HawaiianRed                             | base:shortsleeveshirt          | Shirt
Shirt_HawaiianTINT                            | base:shortsleeveshirt          | Shirt
Tshirt_ArmyGreen                              | base:tshirt                    | Shirt
Tshirt_CamoDesert                             | base:tshirt                    | Shirt
Tshirt_CamoGreen                              | base:tshirt                    | Shirt
Tshirt_CamoUrban                              | base:tshirt                    | Shirt
Tshirt_CamoDesertNew                          | base:tshirt                    | Shirt
Tshirt_OliveDrab                              | base:tshirt                    | Shirt
Tshirt_CamoMilius                             | base:tshirt                    | Shirt
Tshirt_CamoTigerStripe                        | base:tshirt                    | Shirt
Tshirt_Fossoil                                | base:tshirt                    | Shirt
